fresh_rank,initiative_source_id,initiative_id,doc_kind,doc_url,source_record_pk,attempts,fetched_ok,last_http_status,last_attempt_at
1,senado_iniciativas,senado:leg10:exp:610/000072,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000072&legis=10,,4,,404,2026-03-01T01:40:53+00:00
2,senado_iniciativas,senado:leg10:exp:610/000073,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000073&legis=10,,4,,404,2026-03-01T01:40:53+00:00
3,senado_iniciativas,senado:leg10:exp:610/000074,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000074&legis=10,,4,,404,2026-03-01T01:40:53+00:00
4,senado_iniciativas,senado:leg10:exp:610/000076,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000076&legis=10,,4,,404,2026-03-01T01:40:53+00:00
5,senado_iniciativas,senado:leg10:exp:610/000077,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000077&legis=10,,4,,404,2026-03-01T01:40:53+00:00
6,senado_iniciativas,senado:leg10:exp:610/000079,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000079&legis=10,,4,,404,2026-03-01T01:40:53+00:00
7,senado_iniciativas,senado:leg10:exp:610/000080,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000080&legis=10,,4,,404,2026-03-01T01:40:53+00:00
8,senado_iniciativas,senado:leg10:exp:610/000081,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000081&legis=10,,4,,404,2026-03-01T01:40:53+00:00
9,senado_iniciativas,senado:leg10:exp:610/000082,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000082&legis=10,,4,,404,2026-03-01T01:40:53+00:00
10,senado_iniciativas,senado:leg10:exp:610/000083,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000083&legis=10,,4,,404,2026-03-01T01:40:53+00:00
11,senado_iniciativas,senado:leg10:exp:610/000084,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000084&legis=10,,4,,404,2026-03-01T01:40:53+00:00
12,senado_iniciativas,senado:leg10:exp:610/000085,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000085&legis=10,,4,,404,2026-03-01T01:40:53+00:00
13,senado_iniciativas,senado:leg10:exp:610/000086,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000086&legis=10,,4,,404,2026-03-01T01:40:53+00:00
14,senado_iniciativas,senado:leg10:exp:610/000087,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000087&legis=10,,4,,404,2026-03-01T01:40:53+00:00
15,senado_iniciativas,senado:leg10:exp:610/000088,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000088&legis=10,,4,,404,2026-03-01T01:40:53+00:00
16,senado_iniciativas,senado:leg10:exp:610/000089,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000089&legis=10,,4,,404,2026-03-01T01:40:53+00:00
17,senado_iniciativas,senado:leg10:exp:610/000090,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000090&legis=10,,4,,404,2026-03-01T01:40:53+00:00
18,senado_iniciativas,senado:leg10:exp:610/000091,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000091&legis=10,,4,,404,2026-03-01T01:40:53+00:00
19,senado_iniciativas,senado:leg10:exp:610/000092,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000092&legis=10,,4,,404,2026-03-01T01:40:53+00:00
20,senado_iniciativas,senado:leg10:exp:610/000093,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000093&legis=10,,4,,404,2026-03-01T01:40:53+00:00
21,senado_iniciativas,senado:leg10:exp:610/000094,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000094&legis=10,,4,,404,2026-03-01T01:40:53+00:00
22,senado_iniciativas,senado:leg10:exp:610/000095,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000095&legis=10,,4,,404,2026-03-01T01:40:53+00:00
23,senado_iniciativas,senado:leg10:exp:610/000096,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000096&legis=10,,4,,404,2026-03-01T01:40:53+00:00
24,senado_iniciativas,senado:leg10:exp:610/000097,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000097&legis=10,,4,,404,2026-03-01T01:40:53+00:00
25,senado_iniciativas,senado:leg10:exp:610/000098,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000098&legis=10,,4,,404,2026-03-01T01:40:53+00:00
26,senado_iniciativas,senado:leg10:exp:610/000099,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000099&legis=10,,4,,404,2026-03-01T01:40:53+00:00
27,senado_iniciativas,senado:leg10:exp:610/000100,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000100&legis=10,,4,,404,2026-03-01T01:40:53+00:00
28,senado_iniciativas,senado:leg10:exp:610/000101,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000101&legis=10,,4,,404,2026-03-01T01:40:53+00:00
29,senado_iniciativas,senado:leg10:exp:610/000102,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000102&legis=10,,4,,404,2026-03-01T01:40:53+00:00
30,senado_iniciativas,senado:leg10:exp:610/000103,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000103&legis=10,,4,,404,2026-03-01T01:40:53+00:00
31,senado_iniciativas,senado:leg10:exp:610/000104,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000104&legis=10,,4,,404,2026-03-01T01:40:53+00:00
32,senado_iniciativas,senado:leg10:exp:610/000105,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000105&legis=10,,4,,404,2026-03-01T01:40:53+00:00
33,senado_iniciativas,senado:leg10:exp:610/000106,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000106&legis=10,,4,,404,2026-03-01T01:40:53+00:00
34,senado_iniciativas,senado:leg10:exp:610/000107,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000107&legis=10,,4,,404,2026-03-01T01:40:53+00:00
35,senado_iniciativas,senado:leg10:exp:610/000108,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000108&legis=10,,4,,404,2026-03-01T01:40:53+00:00
36,senado_iniciativas,senado:leg10:exp:610/000110,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000110&legis=10,,4,,404,2026-03-01T01:40:53+00:00
37,senado_iniciativas,senado:leg10:exp:610/000111,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000111&legis=10,,4,,404,2026-03-01T01:40:53+00:00
38,senado_iniciativas,senado:leg10:exp:610/000112,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000112&legis=10,,4,,404,2026-03-01T01:40:53+00:00
39,senado_iniciativas,senado:leg10:exp:610/000113,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000113,,4,,404,2026-03-01T01:40:53+00:00
40,senado_iniciativas,senado:leg10:exp:610/000114,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000114,,4,,404,2026-03-01T01:40:53+00:00
41,senado_iniciativas,senado:leg10:exp:610/000115,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000115,,4,,404,2026-03-01T01:40:53+00:00
42,senado_iniciativas,senado:leg10:exp:610/000116,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000116,,4,,404,2026-03-01T01:40:53+00:00
43,senado_iniciativas,senado:leg10:exp:610/000117,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000117,,4,,404,2026-03-01T01:40:53+00:00
44,senado_iniciativas,senado:leg10:exp:610/000118,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000118,,4,,404,2026-03-01T01:40:53+00:00
45,senado_iniciativas,senado:leg10:exp:610/000119,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000119,,4,,404,2026-03-01T01:40:53+00:00
46,senado_iniciativas,senado:leg10:exp:610/000120,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000120,,4,,404,2026-03-01T01:40:53+00:00
47,senado_iniciativas,senado:leg10:exp:610/000121,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000121,,4,,404,2026-03-01T01:40:53+00:00
