fresh_rank,initiative_source_id,initiative_id,doc_kind,doc_url,source_record_pk,attempts,fetched_ok,last_http_status,last_attempt_at
1,senado_iniciativas,senado:leg14:exp:626/000001,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=626&numEx=000001,,13,,404,2026-03-01T00:34:30+00:00
2,senado_iniciativas,senado:leg14:exp:626/000007,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=626&numEx=000007,,13,,404,2026-03-01T00:34:30+00:00
3,senado_iniciativas,senado:leg15:exp:622/000008,bocg,https://www.senado.es/web/ficopendataservlet?legis=15&tipoFich=3&tipoEx=622&numEx=000008,,9,,404,2026-03-01T00:34:30+00:00
4,senado_iniciativas,senado:leg12:exp:622/000006,bocg,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=622&numEx=000006,,7,,404,2026-03-01T00:34:30+00:00
5,senado_iniciativas,senado:leg12:exp:626/000002,bocg,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=626&numEx=000002,,7,,404,2026-03-01T00:34:30+00:00
6,senado_iniciativas,senado:leg12:exp:626/000005,bocg,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=626&numEx=000005,,7,,404,2026-03-01T00:34:30+00:00
7,senado_iniciativas,senado:leg15:exp:622/000008,ds,https://www.senado.es/web/ficopendataservlet?legis=15&tipoFich=12&tipoEx=622&numEx=000008,,7,,404,2026-03-01T00:34:30+00:00
8,senado_iniciativas,senado:leg12:exp:621/000001,bocg,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=621&numEx=000001,,6,,404,2026-03-01T00:34:30+00:00
9,senado_iniciativas,senado:leg12:exp:622/000004,bocg,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=622&numEx=000004,,6,,404,2026-03-01T00:34:30+00:00
10,senado_iniciativas,senado:leg14:exp:622/000096,ds,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=12&tipoEx=622&numEx=000096,,6,,404,2026-03-01T00:34:30+00:00
11,senado_iniciativas,senado:leg14:exp:622/000102,ds,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=12&tipoEx=622&numEx=000102,,6,,404,2026-03-01T00:34:30+00:00
